state,district,disease,cases,deaths,start_date,report_date,status,comments,year,month,week
madhya pradesh,satna,scrub typhus,10,0,2025-10-14,2025-10-14,under surveillance,"Cases of fever with body pain were reported from Village Turki, Saraya & Badarkha, Sub-District Rampur Baghelan, District Satna. District RRT investigated the outbreak. Active search for fever cases was done in the affected area. Cases were treated at CHC Rampur Baghelan. Out of 22 blood samples collected and sent to AIIMS Bhopal, 14 samples tested positive for O. tsutsugamushi (IgM ELISA). Cases were in the age group 5-78 years. Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,10,42
kerala,palakkad,hepatitis,12,0,2025-10-14,2025-10-14,under surveilla nce,"Cases of nausea, loss of appetite, abdominal pain and fever were reported from Village Thachanattukara-I, Sub- District Mannarkad, District Palakkad. District RRT investigated the outbreak. House to house survey was done. Cases were treated at PHC Thachanattukara. The affected age group was 5- 60 years. Out of 4 serum samples collected and sent to District Public Health Lab Palakkad, 2 samples tested positive for Hepatitis A (IgM ELISA). Chlorination of water sources was done. Health education was given by the peripheral team on safe drinking water and food habits, hygiene maintenance and sanitation.",2025,10,42
kerala,thrissur,hepatitis,12,0,2025-10-14,2025-10-14,under surveillance,"Cases of abdominal pain, nausea, loss of appetite and fever were reported from Viruppaka area (Ward 3), Village Thekkumkara, Sub- District Talappilly, District Thrissur. District RRT investigated the outbreak. Cases had a possible exposure linked to consumption of food at a house warming function held on 07-09-2025. Cases were treated at FHC Thekkumkara. Cases were in the age group 13-57 years. Out of 12 cases, 8 required hospitalization at various facilities including Jubilee Mission Hospital, CHC Pazhayannur, Daya Hospital, and MCH Thrissur, while others were managed as outpatients or under home care. 2 serum samples collected tested positive for Hepatitis A (IgM ELISA). Pipeline leakages were repaired. Chlorination of well was done. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,10,42
maharashtra,washim,undifferentiated fever,21,0,2025-10-14,2025-10-14,under surveillance,"Cases of fever with body pain were reported from Village Asola Kh., Sub- District Manora, District Washim. District RRT investigated the outbreak. House to house fever survey was done. Canvases were treated at PHC Shendurjana. Cases were in the age group 13-80 years. All 21 serum samples collected and sent to NIV Pune tested negative for O. tsutsugamushi (IgM ELISA).Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,10,42
uttar pradesh,jhansi,food poisoning,21,0,2025-10-14,2025-10-14,under surveillance,"Cases of loose motion, vomiting and abdominal pain were reported from Village Khailaar and Khirak Patti, Sub- District/District Jhansi. District RRT investigated the outbreak. Cases consumed food in a Terahvi ceremony. Symptomatic treatment was given to cases. Cases were in the age group 5-60 years. Community awareness and health education given by the peripheral team on safe food habits, hygiene and sanitation.",2025,10,42
kerala,palakkad,hepatitis,32,0,2025-10-14,2025-10-14,under surveillance,"Cases of nausea and dark coloured urine were reported from Village Kottoppadam-I and Kottoppadam-III (ward 17), Sub-District Mannarkad, District Palakkad. District RRT investigated the outbreak. Cases were treated at PHC Kottopadam. Cases were in the age group 4-37 years. Out of 3 serum samples collected and sent to KMC Hospital Kottopadam, 1 sample tested positive for Hepatitis A (IgM ELISA). Chlorination of water sources was done. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,10,42
haryana,sonipat,acute diarrheal disease,22,0,2025-10-14,2025-10-14,under control,"Cases of loose motion and vomiting were reported from Village Banyapur (207) (CT), District Sonipat. District RRT investigated the outbreak. Symptomatic treatment was given to cases. Antibiotics, ORS and zinc tablets were given to cases. 3 patients were treated at Bhatla hospital, Sonipat. Cases were in the age group 3 months - 79 years. The probable cause of the outbreak was contaminated water. 2 stool samples were tested at VRDL, BPS GMC Khanpur kalan. Both were found to be negative for Microscopy Hanging Drop Preparation. Chlorination of water sources was done. Community awareness and health education was given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,10,42
kerala,malappuram,hepatitis,22,0,2025-10-14,2025-10-14,under surveilla nce,"Cases of nausea, loss of appetite and fatigue were reported from Village Perinthalmanna, Sub- District Perinthalmanna, District Malappuram. District RRT investigated the outbreak. House to house survey was done. All cases were treated. 2 serum samples collected tested positive for Hepatitis A (IgM Elisa). Chlorination of water sources was done. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,10,42
chhattisgarh,bastar,leptospirosis,43,0,2025-10-14,2025-10-24,under surveillance,"Cases of fever with body pain were reported from Village Michnar, Satashpur, Takraguda, Kohkapal, Adawal, Bedaguda, Saunra, Karpawand, Kamanar and Tokapal, Sub-District Jagdalpur, District Bastar. District RRT investigated the outbreak. House to house search for fever cases was done in the affected area. All cases were treated. All 39 serum samples collected from 22.10.2025 to 22.11.2025 and sent to Microbiology department, Medical College Dimrapal tested positive for Leptospirosis (IgM ELISA). Cases were in the age group 15-60 years. Community awareness and health education given by the peripheral team on avoiding exposure to contaminated water and animals, using protective gear when in contact with potentially contaminated soil or water, managing rodents to prevent contamination, and use of boiled water for drinking purpose.",2025,10,42
chhattisgarh,rajnandgaon,cholera,25,0,2025-10-14,2025-10-15,under surveillance,"Cases of loose watery stools and vomiting were reported from Village Matekheda, Sub-District Chhuriya, District Rajnandgaon. District RRT investigated the outbreak. Cases were treated at a health camp established in the locality. Most cases were in the age group of 15-44 years. Out of 4 stool samples collected and sent to Medical College Rajnandgaon, 1 sample was positive for V. cholerae by culture. Chlorine tablets were distributed to the households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,10,42
haryana,yamunanagar,hepatitis,29,0,2025-10-14,2025-10-14,under control,"Cases of fever with abdominal pain, nausea and dark coloured urine were reported from Village Gianaw ala (337), Sub- District Jagadhri, District Yamunanagar. District RRT investigated the outbreak. Cases were treated at a health camp established in the locality. Cases were in the age group 5-14 years. 22 Blood samples collected and sent to DPHL (IDSP) Yamuna Nagar for testing. 13 Blood samples tested positive for IgM Hepatitis A (IgM ELISA). All 5 water samples collected and sent to DPHL (IDSP) Yamuna Nagar for bacteriological test were potable. Chlorination of water sources was done. Pipeline leakages were repaired by PHED Yamuana Nagar. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,10,42
west bengal,purbabardhaman,acute diarrheal disease,49,0,2025-10-13,2025-10-15,under surveillance,"Cases of loose motion, vomiting and nausea were reported from Village Baghasan and Banui, Sub- District Manteswar, District Purba Bardhaman. District RRT investigated the outbreak. Cases were treated at a health camp established in the locality. Medicines and ORS packets were given to cases. Cases were in the age group 3-80 years. 2 rectal swab samples were collected and sent for laboratory testing to Bardhaman Medical College; no pathogenic organisms were detected. 2 water samples from tube wells were collected and 1 sample was found to have coliform levels above normal limits. Chlorine tablets were distributed to the households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,10,42
